month,month_end,symbols,names,sector,mapped_cik,mapping_method,status,resolved,provenance_complete,ratio,financial_period_end,filed,accession,form
2009-02,2009-02-28,SEE,Sealed Air Corp.(New),Materials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,SHLD,Sears Holdings Corporation,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,SHW,Sherwin-Williams,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,SIAL,Sigma-Aldrich,Materials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,SII,Smith International,Energy,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,SJM,Smucker (J.M.) (New),Consumer Staples,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,SNA,Snap-On Inc.,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,LUV,Southwest Airlines,Industrials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,SWN,Southwestern Energy,Energy,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,SE,Spectra Energy Corp.,Energy,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,S,Sprint Nextel Corp.,Telecommunications Services,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,STJ,St Jude Medical,Health Care,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,SWK,Stanley Works,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,SPLS,Staples Inc.,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,SBUX,Starbucks Corp.,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,HOT,Starwood Hotels & Resorts,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,SYK,Stryker Corp.,Health Care,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,JAVA,Sun Microsystems,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,SUN,Sunoco Inc.,Energy,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,SVU,Supervalu Inc.,Consumer Staples,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,SYMC,Symantec Corp.,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,SYY,Sysco Corp.,Consumer Staples,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,TGT,Target Corp.,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,TLAB,Tellabs Inc.,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,THC,Tenet Healthcare Corp.,Health Care,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,TDC,Teradata Corp.,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,TER,Teradyne Inc.,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,TSO,Tesoro Petroleum Co.,Energy,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,TXN,Texas Instruments,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,TXT,Textron Inc.,Industrials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,HSY,The Hershey Company,Consumer Staples,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,TMO,Thermo Fisher Scientific,Health Care,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,TIF,Tiffany & Co.,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,TWX,Time Warner Inc.,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,TIE,Titanium Metals Corp,Materials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,TJX,TJX Companies Inc.,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,TSS,Total System Services,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,RIG,Transocean Inc. (New),Energy,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,TEL,Tyco Electronics Ltd.,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,TYC,Tyco International (New),Industrials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,TSN,Tyson Foods,Consumer Staples,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,UNP,Union Pacific,Industrials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,UIS,Unisys Corp.,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,UNH,United Health Group Inc.,Health Care,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,UPS,United Parcel Service,Industrials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,X,United States Steel Corp.,Materials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,UTX,United Technologies,Industrials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,IRM,Iron Mountain Inc.,Business Support Services,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,VFC,V.F. Corp.,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,VLO,Valero Energy,Energy,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,VAR,Varian Medical Systems,Health Care,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,VRSN,Verisign Inc.,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,VZ,Verizon Communications,Telecommunications Services,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,VIA.B,Viacom Inc. (New),Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,VMC,Vulcan Materials,Materials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,WMT,Wal-Mart Stores,Consumer Staples,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,WAG,Walgreen Co.,Consumer Staples,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,DIS,Walt Disney Co.,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,WPO,Washington Post,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,WMI,Waste Management Inc.,Industrials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,WAT,Waters Corporation,Health Care,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,WPI,Watson Pharmaceuticals,Health Care,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,WFT,Weatherford International Ltd.,Energy,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,WLP,WellPoint Inc.,Health Care,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,WU,Western Union Co,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,WY,Weyerhaeuser Corp.,Materials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,WHR,Whirlpool Corp.,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,WFMI,Whole Foods Market,Consumer Staples,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,WMB,Williams Cos.,Energy,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,WEC,Wisconsin Energy Corporation,Consumer Staples,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,WYE,Wyeth,Health Care,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,WYN,Wyndham Worldwide,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,XRX,Xerox Corp.,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,XLNX,Xilinx Inc,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,XTO,XTO Energy Inc.,Energy,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,YHOO,Yahoo Inc.,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,YUM,Yum! Brands Inc,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,ZMH,Zimmer Holdings,Health Care,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-02,2009-02-28,nan,nan,nan,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,MMM,3M Company,Industrials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,ABT,Abbott Laboratories,Health Care,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,ANF,Abercrombie & Fitch Co.,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,ADBE,Adobe Systems,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,AMD,Advanced Micro Devices,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,AET,Aetna Inc.,Health Care,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,ACS,Affiliated Computer Services,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,A,Agilent Technologies,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,APD,Air Products & Chemicals,Materials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,AKAM,Akamai Technologies Inc,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,AKS,AK Steel Holding Corp.,Materials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,AA,Alcoa Inc,Materials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,ATI,Allegheny Technologies Inc,Materials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,AGN,Allergan Inc.,Health Care,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,ALTR,Altera Corp.,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,MO,Altria Group Inc.,Consumer Staples,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,AMZN,Amazon Corp.,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,AMT,American Tower Corporation,Telecommunications Services,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,ABC,AmerisourceBergen Corp.,Health Care,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,AMGN,Amgen,Health Care,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,APC,Anadarko Petroleum Corporation,Energy,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,ADI,Analog Devices,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,APA,Apache Corp.,Energy,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,APOL,Apollo Group,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,AAPL,Apple Inc.,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,AMAT,Applied Materials,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,ADM,Archer Daniels Midland,Consumer Staples,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,ASH,Ashland Inc.,Materials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,T,AT&T Inc.,Telecommunications Services,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,ADSK,Autodesk Inc.,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,ADP,Automatic Data Processing Inc.,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,AN,AutoNation Inc.,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,AZO,AutoZone Inc.,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,AVY,Avery Dennison Corp.,Industrials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,AVP,Avon Products,Consumer Staples,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,BHI,Baker Hughes,Energy,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,BLL,Ball Corp.,Materials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,BCR,Bard (C.R.) Inc.,Health Care,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,BAX,Baxter International Inc.,Health Care,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,BDX,Becton Dickinson,Health Care,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,BBBY,Bed Bath & Beyond,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,BMS,Bemis Company,Materials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,BBY,Best Buy Co. Inc.,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,BIG,Big Lots Inc.,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,BIIB,BIOGEN IDEC Inc.,Health Care,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,BJS,BJ Services Company,Energy,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,BDK,Black & Decker Corp.,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,HRB,Block H&R,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,BMC,BMC Software,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,BA,Boeing Company,Industrials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,BSX,Boston Scientific,Health Care,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,BMY,Bristol-Myers Squibb,Health Care,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,BRCM,Broadcom Corporation,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,BF.B,Brown-Forman Corporation,Consumer Staples,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,BNI,Burlington Northern Santa Fe Corp.,Industrials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,CHRW,C.H. Robinson Worldwide,Industrials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,CA,CA Inc.,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,COG,Cabot Oil & Gas,Energy,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,CAM,Cameron International Corp.,Energy,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,CPB,Campbell Soup,Consumer Staples,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,CAH,Cardinal Health Inc.,Health Care,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,CCL,Carnival Corp.,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,CAT,Caterpillar Inc.,Industrials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,CBS,CBS Corp.,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,CELG,Celgene Corp.,Health Care,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,CTX,Centex Corp.,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,CTL,Century Telephone,Telecommunications Services,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,CF,CF Industries Holdings Inc,Materials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,CHK,Chesapeake Energy,Energy,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,CVX,Chevron Corp.,Energy,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,CIEN,Ciena Corp.,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,CI,CIGNA Corp.,Health Care,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,CTAS,Cintas Corporation,Industrials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,CSCO,Cisco Systems,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,CTXS,Citrix Systems,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,CLX,Clorox Co.,Consumer Staples,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,COH,Coach Inc.,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,KO,Coca Cola Co.,Consumer Staples,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,CCE,Coca-Cola Enterprises,Consumer Staples,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,CTSH,Cognizant Technology Solutions,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,CL,Colgate-Palmolive,Consumer Staples,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,CMCSA,Comcast Corp.,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,CSC,Computer Sciences Corp.,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,CPWR,Compuware Corp.,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,CAG,ConAgra Foods Inc.,Consumer Staples,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,COP,ConocoPhillips,Energy,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,CNX,CONSOL Energy Inc.,Energy,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,STZ,Constellation Brands,Consumer Staples,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,CVG,Convergys Corp.,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,CBE,Cooper Industries Ltd.,Industrials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,GLW,Corning Inc.,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,COST,Costco Co.,Consumer Staples,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,CVH,Coventry Health Care Inc.,Health Care,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,COV,Covidien Ltd.,Health Care,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,CSX,CSX Corp.,Industrials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,CMI,Cummins Inc.,Industrials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,CVS,CVS Caremark Corp.,Consumer Staples,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,DHI,D.R. Horton,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,DHR,Danaher Corp.,Industrials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,DRI,Darden Restaurants,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,DVA,DaVita Inc.,Health Care,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,DF,Dean Foods,Consumer Staples,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,DE,Deere & Co.,Industrials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,DELL,Dell Inc.,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,DVN,Devon Energy Corp.,Energy,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,DO,Diamond Offshore Drilling,Energy,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,DTV,DIRECTV Group Inc.,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,RRD,Donnelley (R.R.) & Sons,Industrials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,DOV,Dover Corp.,Industrials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,DOW,Dow Chemical,Materials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,DD,Du Pont (E.I.),Materials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,DNB,Dun & Bradstreet,Industrials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,EMN,Eastman Chemical,Materials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,EK,Eastman Kodak,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,ETN,Eaton Corp.,Industrials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,EBAY,eBay Inc.,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,ECL,Ecolab Inc.,Materials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,EP,El Paso Corp.,Energy,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,ERTS,Electronic Arts,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,EQ,Embarq Corporation,Telecommunications Services,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,EMC,EMC Corp.,Information Technology,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,EMR,Emerson Electric,Industrials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,ESV,ENSCO Int'l,Energy,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,EOG,EOG Resources,Energy,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,EFX,Equifax Inc.,Industrials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,EL,Estee Lauder Cos.,Consumer Staples,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,EXPE,Expedia Inc.,Consumer Discretionary,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
2009-03,2009-03-31,EXPD,Expeditors Int'l,Industrials,,missing_sec_instance_ticker,cik_mapping_unresolved,False,False,,,,,
